session_id,target
1,8.048086745187192e-05
2,1.1757793758846259e-07
3,3.683951912325559e-08
4,8.578203486625896e-10
5,4.0445841324835154e-05
6,7.344802592941253e-06
7,0.0008057542069782134
8,0.0003368665212676307
9,2.571286647803349e-05
10,0.00251733986640633
11,1.1846276049309618e-05
12,2.4292291301203773e-06
13,1.8774068592642837e-05
14,0.01581994091488092
15,0.0001451369817976454
16,0.0001860703239938448
17,0.03880525057328263
18,8.794480928664768e-07
19,0.000628057340786584
20,1.7916485610013466e-07
21,0.02437650671985393
22,1.584805509293084e-07
23,3.3789584900217545e-05
24,0.0014247847827285598
25,0.08505922332403325
26,2.30565628917318e-08
27,2.064337776708779e-05
28,7.070900579690378e-09
29,0.027239534891795057
30,0.00017499104607963703
31,0.05639687474652543
32,0.018072624150200296
33,2.0807745535876902e-05
34,1.9252753028725757e-07
35,0.020278182466361195
36,0.000324567002131363
37,1.0535931232563618e-10
38,9.423855230947244e-08
39,3.6586227666171084e-05
40,9.821890257192614e-07
41,0.0004222438789994044
42,0.005926921497844628
43,2.5927258879943254e-06
44,2.2203837733786808e-05
45,0.36114543708452795
46,2.0470203624631058e-05
47,0.00015567127913621715
48,1.6997569327094874e-05
49,1.4271163935338597e-05
50,2.008324814629041e-07
51,2.4247881308201533e-09
52,5.26862430161039e-06
53,0.01578977084512364
54,0.00015345771060052804
55,3.255775900505945e-05
56,0.0054270082200487905
57,3.064812135658464e-08
58,4.610789796338911e-07
59,2.340066586794872e-06
60,2.446235810774397e-07
61,1.4754822879280137e-07
62,6.944043922910517e-05
63,9.574087460167542e-07
64,2.8392381498699746e-05
65,1.2713614127813767e-06
66,4.2690462052331476e-07
67,1.517695588389385e-05
68,0.0005878078374724966
69,0.07158036079043745
70,4.817009065686413e-06
71,0.0005573843114225898
72,0.00015087854782481406
73,0.08226948969874344
74,7.582045574698394e-06
75,4.37856325282589e-05
76,0.0009201859526495338
77,0.0003123581171137486
78,0.00507842466609273
79,5.644535962554974e-06
80,3.0145803422036563e-06
81,1.2204561412457635e-06
82,0.00016448457653755883
83,4.677409208796364e-09
84,0.7346022052007908
85,1.1527611202124451e-05
86,5.183204574481945e-07
87,0.0045547941117179145
88,0.00039519987121668207
89,0.0005564121171073828
90,0.04219906902704461
91,5.735147646537666e-06
92,4.0176452309590347e-07
93,0.07229104086776915
94,3.534607041538017e-05
95,0.09985893456145892
96,1.546027595386378e-07
97,0.0001922156453313151
98,2.245355473848765e-06
99,6.760711571782197e-07
100,4.2721475634480396e-05
101,1.4323881627576146e-05
102,0.15838958661812663
103,5.857269892660999e-05
104,5.771095763247008e-05
105,6.59214894068643e-06
106,5.8123614540361e-06
107,0.000999400559337431
108,5.180749077654751e-05
109,3.5074114302829857e-07
110,4.605876101152365e-06
111,8.054304121844796e-05
112,5.366628245132649e-09
113,0.0003591868650048243
114,1.1436494025336189e-07
115,2.367721354988424e-06
116,1.9044662810325643e-05
117,4.830032749597318e-05
118,0.0035814424385108897
119,0.0002637991043652407
120,0.0002087863593513641
121,1.58402331466824e-06
122,2.0825353344255426e-06
123,7.991543367995733e-06
124,4.7910513386658564e-05
125,0.00478278818197511
126,1.800265892331328e-07
127,4.2449818639550904e-09
128,9.353975430166011e-06
129,0.0025166076602266656
130,0.006335628770591378
131,0.0002608519075212697
132,0.0012825666353089638
133,0.003127559167283535
134,8.121007419407534e-07
135,1.341163120111077e-07
136,0.00010420593382549726
137,9.294839969078805e-06
138,0.0026310441379664654
139,5.149064105793059e-07
140,1.9369087483004927e-05
141,1.0096472132414123e-08
142,8.607526897077962e-06
143,1.1712498724756406e-05
144,0.0015579090584958391
145,9.504370949316575e-08
146,0.0002877078724081958
